ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Canabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamin,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
1508,18-24,F,Left school at 16 years,UK,White,2.82196,-2.44904,1.06238,-0.76096,-2.18109,-0.21712,-0.84637,Last Month,Never,Never,Last Day,Last Day,Never,Last Week,Last Decade,Never,Never,Never,Never,Last Year,Never,Never,Never,Last Month,Never,Never
1509,18-24,F,University degree,UK,White,1.02119,-0.69509,0.88309,-1.772,-0.40581,0.19268,0.40148,Last Day,Never,Last Year,Last Year,Last Day,Last Year,Last Day,Never,Never,Last Year,Never,Never,Never,Never,Never,Never,Last Month,Never,Never
1510,25-34,F,Professional certificate/diploma,USA,White,0.73545,-1.23177,0.7233,0.59042,-0.00665,0.52975,0.7654,Last Week,Decade Ago,Decade Ago,Last Month,Last Week,Last Day,Last Week,Last Decade,Decade Ago,Last Decade,Never,Never,Last Decade,Decade Ago,Never,Last Decade,Last Decade,Never,Decade Ago
1511,25-34,M,"Some college or university, no certificate or degree",USA,White,0.91093,-2.11437,-0.17779,-0.45321,-0.89891,-1.37983,-0.84637,Never,Never,Never,Never,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Last Year,Never,Never,Last Year,Never,Never,Never
1512,18-24,M,University degree,USA,White,0.73545,-0.80615,1.65653,0.13136,-1.25773,-0.21712,-0.52593,Last Week,Last Week,Never,Last Year,Last Day,Last Day,Last Day,Last Week,Never,Last Year,Never,Never,Last Month,Last Year,Never,Last Decade,Last Day,Never,Never
1513,18-24,M,Left school before 16 years,USA,White,2.28554,-0.69509,0.29338,-0.60633,-0.14277,-1.37983,-0.84637,Last Day,Never,Never,Last Year,Last Month,Last Day,Last Week,Never,Never,Last Year,Never,Never,Last Decade,Never,Last Year,Last Month,Last Year,Never,Never
1514,18-24,M,"Some college or university, no certificate or degree",USA,Mixed White/Asian,-0.14882,-0.57545,-0.84732,-0.60633,-0.52745,-0.21712,-2.07848,Last Year,Never,Never,Last Decade,Last Day,Last Day,Last Year,Last Decade,Last Decade,Last Decade,Never,Never,Last Decade,Last Decade,Last Decade,Last Decade,Last Day,Never,Last Decade
1515,25-34,M,Left school at 18 years,USA,White,1.23461,-2.32338,0.29338,-0.30172,-1.92173,0.19268,-0.52593,Last Year,Last Decade,Never,Last Month,Last Day,Last Decade,Last Day,Last Decade,Last Decade,Last Decade,Last Month,Never,Last Decade,Last Decade,Last Day,Last Decade,Last Day,Never,Never
1516,18-24,M,"Some college or university, no certificate or degree",USA,White,1.02119,-0.43999,-0.01928,-1.34289,-1.13788,1.86203,1.2247,Last Day,Last Week,Never,Last Day,Last Day,Last Month,Last Day,Last Month,Never,Never,Never,Never,Last Year,Never,Last Day,Never,Last Week,Never,Last Decade
1517,18-24,M,Left school at 18 years,USA,White,-0.79151,1.93886,1.65653,-1.07533,-0.40581,1.86203,1.92173,Last Week,Last Month,Never,Last Decade,Last Day,Last Day,Last Week,Never,Never,Last Month,Never,Never,Last Month,Last Day,Last Year,Last Year,Last Day,Never,Last Year
1518,45-54,M,Doctorate degree,USA,White,0.62967,-1.37639,1.43533,-0.91699,-0.52745,1.86203,0.7654,Last Week,Last Year,Decade Ago,Last Decade,Last Day,Last Year,Last Day,Last Year,Never,Decade Ago,Never,Never,Never,Decade Ago,Last Decade,Decade Ago,Last Week,Never,Never
1519,18-24,M,Professional certificate/diploma,USA,White,0.04257,-1.6334,1.88511,-0.91699,0.12331,0.19268,0.40148,Last Day,Never,Never,Last Year,Last Week,Last Day,Last Week,Never,Never,Never,Never,Never,Last Year,Last Month,Last Year,Never,Last Year,Never,Last Decade
1520,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.24649,-0.80615,-1.27553,-1.34289,-1.92173,-0.71126,0.07987,Never,Last Decade,Last Year,Last Decade,Last Year,Last Month,Decade Ago,Last Year,Last Decade,Decade Ago,Last Decade,Decade Ago,Last Decade,Decade Ago,Last Decade,Last Month,Last Decade,Last Year,Decade Ago
1521,18-24,M,"Some college or university, no certificate or degree",Other,White,1.37297,-0.30033,-0.17779,-0.15487,-1.25773,0.19268,-0.21575,Last Week,Last Year,Last Decade,Last Decade,Last Day,Last Decade,Last Day,Last Week,Never,Last Month,Never,Last Decade,Last Decade,Never,Never,Last Decade,Last Day,Never,Last Decade
1522,18-24,M,Professional certificate/diploma,USA,White,1.37297,-1.6334,1.06238,-0.91699,-1.38502,1.29221,0.7654,Last Week,Last Week,Never,Last Month,Last Week,Last Day,Last Day,Last Decade,Never,Last Month,Never,Last Year,Last Week,Last Week,Last Decade,Last Week,Last Day,Never,Never
1523,25-34,M,Professional certificate/diploma,USA,White,-0.05188,-2.72827,1.24033,1.45039,0.41594,-1.37983,-2.07848,Last Year,Last Day,Last Year,Last Week,Last Day,Last Year,Last Year,Last Week,Never,Last Week,Never,Last Week,Last Week,Last Week,Last Week,Last Month,Last Day,Never,Never
1524,18-24,M,"Some college or university, no certificate or degree",USA,White,0.82562,2.127,1.88511,0.13136,-0.65253,1.86203,1.92173,Last Month,Last Day,Last Year,Last Month,Last Day,Last Year,Last Day,Last Year,Never,Last Year,Last Decade,Never,Last Week,Last Week,Last Year,Last Week,Last Day,Never,Last Year
1525,18-24,M,Left school at 18 years,USA,White,1.60383,-2.21069,1.24033,0.43852,-1.38502,0.52975,0.40148,Last Decade,Last Decade,Never,Last Decade,Last Day,Last Day,Last Week,Never,Never,Last Decade,Never,Never,Last Year,Last Decade,Last Decade,Last Year,Last Day,Never,Last Decade
1526,18-24,M,Left school at 16 years,Australia,White,0.82562,1.2861,0.29338,-1.21213,-0.89891,0.88113,1.92173,Last Day,Last Month,Never,Never,Last Day,Last Month,Last Year,Never,Never,Never,Never,Never,Last Year,Last Year,Never,Never,Last Day,Never,Never
1527,18-24,M,Left school at 18 years,USA,White,0.52135,1.2861,1.24033,-0.45321,-0.52745,1.86203,0.7654,Last Week,Last Year,Never,Last Year,Last Day,Last Week,Last Week,Last Decade,Never,Never,Never,Never,Last Month,Never,Last Year,Last Month,Last Year,Never,Never
1528,18-24,M,"Some college or university, no certificate or degree",USA,White,0.91093,0.00332,1.06238,-1.21213,-1.5184,1.29221,0.40148,Last Day,Last Year,Never,Last Month,Last Day,Last Day,Last Week,Never,Never,Never,Never,Never,Last Year,Last Month,Last Decade,Last Year,Last Day,Never,Last Year
1529,18-24,F,University degree,UK,White,-1.86962,1.93886,0.58331,-1.47955,0.12331,1.29221,1.92173,Last Day,Never,Last Decade,Never,Last Day,Last Day,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Day,Never,Never
1530,18-24,M,"Some college or university, no certificate or degree",USA,White,-1.55078,0.96248,1.65653,-0.01729,-0.14277,1.29221,0.7654,Last Week,Last Day,Last Decade,Last Week,Last Day,Last Day,Last Day,Last Month,Last Year,Last Month,Never,Last Year,Last Week,Last Month,Never,Last Year,Last Day,Never,Last Month
1531,18-24,M,Left school before 16 years,New Zealand,White,-1.1943,-0.94779,1.06238,1.2861,-0.52745,0.88113,1.2247,Last Year,Never,Never,Last Decade,Last Day,Last Month,Last Day,Never,Never,Never,Never,Never,Last Year,Last Month,Never,Last Week,Last Decade,Never,Decade Ago
1532,25-34,F,University degree,USA,Other,-0.14882,0.96248,1.24033,0.76096,-0.27607,-0.21712,0.07987,Last Week,Last Day,Last Month,Last Month,Last Day,Last Day,Last Day,Last Year,Never,Last Decade,Never,Never,Last Day,Last Year,Never,Last Year,Last Day,Never,Never
1533,18-24,M,"Some college or university, no certificate or degree",USA,White,1.02119,-1.7625,0.58331,-0.15487,-2.57309,0.88113,-0.21575,Last Week,Last Year,Never,Last Year,Last Week,Last Month,Last Month,Last Year,Last Year,Last Month,Last Decade,Never,Last Month,Last Year,Last Year,Last Year,Last Day,Never,Last Decade
1534,18-24,M,"Some college or university, no certificate or degree",USA,Other,-0.92104,1.2861,-0.45174,-0.60633,-0.00665,0.88113,1.2247,Last Week,Never,Never,Never,Last Day,Last Year,Last Day,Never,Never,Never,Never,Never,Last Year,Never,Never,Never,Last Year,Never,Never
1535,25-34,M,Left school at 18 years,Australia,White,0.04257,0.32197,-0.97631,0.28783,-0.65253,-0.71126,0.7654,Last Day,Last Week,Last Month,Last Year,Last Week,Last Week,Last Day,Last Year,Never,Last Month,Never,Last Decade,Last Year,Last Decade,Last Day,Never,Last Week,Never,Never
1536,35-40,F,"Some college or university, no certificate or degree",Republic of Ireland,White,0.31287,0.00332,-0.84732,-0.60633,-0.52745,-0.71126,0.07987,Last Week,Last Year,Last Decade,Never,Last Day,Last Month,Last Week,Last Year,Never,Last Month,Never,Last Year,Last Year,Decade Ago,Never,Decade Ago,Last Week,Never,Decade Ago
1537,18-24,F,"Some college or university, no certificate or degree",USA,Other,-0.46725,0.80523,0.29338,2.03972,1.81175,-1.37983,-0.21575,Last Week,Last Day,Never,Last Month,Last Day,Last Year,Last Day,Last Month,Never,Last Month,Never,Last Month,Last Year,Last Decade,Never,Last Year,Last Month,Last Month,Last Year
1538,18-24,F,"Some college or university, no certificate or degree",USA,White,0.13606,-0.94779,-1.11902,0.43852,-1.13788,-0.71126,0.7654,Last Week,Never,Never,Never,Last Day,Last Week,Last Month,Last Year,Never,Last Year,Never,Never,Last Week,Last Month,Never,Last Year,Last Month,Never,Never
1539,18-24,F,"Some college or university, no certificate or degree",USA,Other,0.04257,1.74091,-0.58331,-0.45321,2.33337,0.88113,1.92173,Last Month,Never,Never,Never,Last Week,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1540,18-24,M,"Some college or university, no certificate or degree",USA,White,1.13281,-0.69509,0.88309,0.94156,-0.89891,1.29221,0.7654,Last Day,Last Year,Last Year,Last Month,Last Day,Last Week,Last Month,Last Year,Last Year,Last Year,Last Year,Last Year,Last Month,Last Year,Last Year,Last Month,Last Day,Never,Last Decade
1541,18-24,F,"Some college or university, no certificate or degree",USA,White,0.62967,-0.15487,1.88511,1.45039,0.12331,0.88113,-0.84637,Last Day,Never,Never,Never,Last Week,Last Day,Last Week,Never,Never,Never,Never,Last Decade,Last Year,Last Month,Never,Last Year,Last Day,Never,Never
1542,18-24,M,"Some college or university, no certificate or degree",USA,White,-1.55078,1.2861,-0.97631,0.43852,0.93949,0.19268,1.92173,Last Day,Last Day,Never,Never,Last Day,Last Day,Last Day,Last Day,Never,Never,Never,Never,Last Month,Last Year,Never,Last Month,Last Day,Never,Never
1543,25-34,M,"Some college or university, no certificate or degree",USA,White,0.82562,-3.00537,0.29338,-1.34289,-2.04506,0.88113,0.7654,Last Day,Last Year,Never,Last Month,Last Month,Last Day,Last Week,Last Decade,Last Decade,Last Decade,Last Week,Last Decade,Last Day,Last Year,Last Year,Last Month,Last Year,Never,Last Decade
1544,18-24,M,"Some college or university, no certificate or degree",UK,White,-0.14882,-0.43999,-0.71727,-0.76096,-1.64101,1.29221,0.7654,Last Month,Last Decade,Never,Never,Last Week,Last Month,Last Day,Last Decade,Never,Last Decade,Never,Last Year,Last Week,Never,Never,Last Decade,Last Decade,Never,Never
1545,18-24,M,"Some college or university, no certificate or degree",USA,White,0.82562,0.80523,0.88309,0.59042,-0.78155,0.19268,0.07987,Last Month,Last Month,Never,Last Month,Last Day,Last Day,Last Week,Never,Never,Never,Never,Never,Last Year,Last Year,Never,Last Year,Last Day,Never,Never
1546,18-24,F,"Some college or university, no certificate or degree",USA,White,1.02119,-0.94779,0.88309,0.13136,-0.14277,-0.71126,0.40148,Last Year,Never,Never,Never,Last Day,Last Day,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1547,18-24,M,Left school at 18 years,USA,Other,-0.24649,-1.92173,0.29338,-0.60633,-1.13788,0.52975,0.40148,Last Year,Never,Never,Never,Last Day,Last Month,Last Month,Never,Never,Last Month,Never,Never,Last Year,Last Month,Never,Last Year,Last Decade,Never,Never
1548,18-24,F,"Some college or university, no certificate or degree",USA,White,1.49158,0.16767,0.88309,-0.01729,0.58489,0.52975,0.7654,Last Year,Last Year,Never,Last Decade,Last Week,Last Day,Last Day,Never,Never,Last Year,Never,Never,Never,Last Year,Never,Last Year,Never,Never,Never
1549,25-34,M,University degree,UK,White,-1.1943,-0.57545,-1.68062,0.28783,1.30612,-1.37983,-0.84637,Last Week,Never,Never,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Decade,Never,Never
1550,25-34,F,Masters degree,UK,White,-0.67825,-0.94779,0.58331,0.28783,1.30612,-0.71126,-0.84637,Last Week,Never,Never,Never,Last Day,Never,Last Month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never
1551,25-34,F,Professional certificate/diploma,UK,White,-0.46725,0.00332,-1.11902,0.28783,-0.00665,0.19268,-0.52593,Last Day,Last Decade,Never,Never,Last Day,Last Decade,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Day,Never,Never
1552,55-64,F,Professional certificate/diploma,UK,White,0.41667,-1.50796,-1.82919,-0.91699,-0.40581,-1.37983,-2.07848,Last Year,Never,Never,Never,Last Day,Never,Last Year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never
1553,45-54,F,"Some college or university, no certificate or degree",UK,White,-0.14882,-0.94779,-1.27553,-0.60633,0.41594,-0.21712,0.07987,Last Day,Never,Never,Never,Last Day,Decade Ago,Last Month,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Decade Ago,Never,Never
1554,45-54,F,Professional certificate/diploma,UK,White,-0.58016,-0.57545,-1.27553,0.94156,0.93949,-1.37983,-2.07848,Last Day,Never,Never,Never,Last Day,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1555,18-24,M,"Some college or university, no certificate or degree",UK,White,-0.05188,-2.32338,-0.84732,-1.772,-0.40581,1.29221,-0.21575,Last Day,Never,Never,Never,Last Day,Last Decade,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Year,Never,Last Decade
1556,25-34,M,Masters degree,UK,White,-1.55078,1.11406,-0.01928,-0.01729,1.46191,0.19268,0.07987,Last Week,Never,Never,Never,Last Day,Last Decade,Last Week,Never,Never,Never,Never,Never,Last Month,Never,Never,Never,Last Month,Never,Never
1557,18-24,F,Masters degree,UK,White,0.31287,0.80523,-0.97631,0.28783,0.25953,-0.21712,0.40148,Last Day,Never,Never,Last Year,Last Day,Last Year,Last Month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Day,Never,Never
1558,25-34,F,"Some college or university, no certificate or degree",UK,White,-1.32828,1.58487,-0.58331,1.61108,1.13407,0.19268,-0.21575,Last Week,Never,Never,Never,Last Day,Last Decade,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1559,55-64,F,University degree,UK,White,-1.86962,1.58487,0.44585,0.76096,1.63088,0.19268,-0.52593,Last Month,Never,Never,Never,Last Day,Never,Last Month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Day,Never,Never
1560,18-24,F,University degree,UK,Mixed White/Black,-0.92104,-0.15487,-0.84732,-0.76096,1.30612,-0.71126,-0.21575,Last Week,Never,Never,Never,Last Week,Last Decade,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Year,Never,Never
1561,25-34,F,Masters degree,UK,Asian,0.73545,0.16767,-0.71727,-0.91699,1.13407,-1.37983,-0.84637,Last Month,Never,Never,Never,Last Day,Last Decade,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1562,35-40,F,University degree,UK,White,0.62967,-1.50796,-0.31776,0.28783,-0.14277,-0.71126,-2.07848,Decade Ago,Decade Ago,Decade Ago,Never,Last Day,Decade Ago,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never
1563,45-54,F,Left school before 16 years,UK,White,0.22393,-0.30033,-1.27553,-0.60633,-0.27607,-0.21712,-0.52593,Decade Ago,Never,Never,Never,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Day,Never,Never
1564,35-40,M,Professional certificate/diploma,UK,White,0.73545,-1.50796,-0.84732,-0.15487,-1.13788,0.88113,0.07987,Last Month,Last Decade,Decade Ago,Decade Ago,Last Day,Last Year,Last Day,Decade Ago,Never,Last Year,Never,Decade Ago,Never,Decade Ago,Never,Decade Ago,Decade Ago,Never,Never
1565,35-40,F,University degree,UK,White,-0.05188,1.74091,-2.8595,-0.76096,2.63199,-1.37983,-1.54858,Last Day,Never,Never,Never,Last Day,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Decade,Never,Never
1566,45-54,F,Professional certificate/diploma,UK,White,-0.46725,-0.30033,-1.42424,1.45039,2.04506,-0.71126,-0.52593,Last Day,Never,Never,Never,Last Day,Decade Ago,Last Day,Decade Ago,Never,Never,Never,Never,Never,Never,Never,Never,Last Day,Never,Never
1567,35-40,F,Professional certificate/diploma,UK,White,0.82562,0.80523,0.29338,1.2861,0.25953,-1.37983,-1.18084,Last Week,Never,Never,Never,Last Day,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never
1568,45-54,F,Professional certificate/diploma,UK,White,2.46262,-2.5383,-0.31776,-0.91699,-0.78155,-0.71126,-1.54858,Last Month,Never,Never,Decade Ago,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1569,35-40,M,Masters degree,UK,White,-1.55078,0.80523,1.24033,1.81866,-0.00665,0.19268,-0.21575,Last Week,Never,Never,Never,Last Day,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1570,25-34,M,University degree,UK,White,-0.05188,0.47617,-1.11902,-0.76096,-0.27607,-1.37983,-0.84637,Last Week,Never,Never,Never,Last Day,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Year,Never,Never
1571,25-34,F,Masters degree,UK,White,-1.05308,1.2861,-0.45174,-0.15487,-0.00665,0.88113,-0.84637,Last Week,Never,Last Year,Never,Last Week,Last Decade,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Decade,Never,Never
1572,45-54,M,Professional certificate/diploma,UK,White,-0.79151,-0.43999,-0.01928,1.81866,0.7583,-0.71126,-0.52593,Last Day,Never,Never,Never,Last Day,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1573,18-24,F,"Some college or university, no certificate or degree",UK,White,-0.58016,-0.30033,-0.84732,0.59042,0.58489,-0.71126,-1.54858,Last Year,Never,Never,Never,Last Day,Last Decade,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Decade,Never,Never
1574,25-34,F,Masters degree,UK,White,0.31287,0.00332,-0.31776,0.59042,0.41594,0.19268,0.7654,Last Day,Never,Never,Never,Last Day,Decade Ago,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Month,Never,Never
1575,45-54,F,Professional certificate/diploma,UK,White,1.02119,0.32197,0.7233,1.61108,-0.52745,0.88113,-0.84637,Last Year,Never,Never,Last Year,Last Day,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1576,35-40,F,University degree,UK,White,-0.05188,0.96248,-1.11902,0.94156,1.63088,-1.37983,-2.07848,Last Year,Never,Never,Never,Last Week,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1577,35-40,F,"Some college or university, no certificate or degree",UK,White,-0.24649,0.16767,-1.82919,-0.45321,0.41594,-1.37983,-0.52593,Last Month,Never,Never,Never,Last Day,Decade Ago,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never
1578,25-34,F,Masters degree,UK,White,-0.24649,0.80523,-0.58331,1.45039,0.93949,0.19268,-0.84637,Last Week,Never,Never,Never,Last Day,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Decade,Never,Never
1579,45-54,F,University degree,UK,White,-1.05308,-0.15487,-1.11902,-0.45321,0.58489,-1.37983,-0.84637,Last Year,Never,Never,Never,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1580,45-54,F,Masters degree,UK,White,0.41667,-0.43999,1.43533,1.2861,0.7583,-0.21712,-0.52593,Last Month,Never,Never,Last Decade,Last Day,Decade Ago,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never
1581,35-40,F,Left school at 16 years,UK,White,-0.46725,0.16767,-0.45174,1.2861,0.58489,-1.37983,-0.52593,Last Day,Never,Never,Never,Last Day,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never
1582,45-54,F,Professional certificate/diploma,UK,White,0.62967,-1.50796,-2.39883,-0.91699,0.12331,-1.37983,-2.07848,Last Week,Never,Never,Last Decade,Never,Never,Last Month,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1583,35-40,F,Masters degree,UK,White,-0.24649,-0.15487,-1.27553,0.43852,1.46191,-0.21712,-0.84637,Last Month,Never,Never,Last Decade,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Decade,Never,Never
1584,35-40,M,Professional certificate/diploma,UK,White,0.31287,-1.23177,-0.01928,0.76096,0.12331,-0.71126,-0.84637,Last Day,Never,Decade Ago,Never,Last Day,Decade Ago,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Day,Never,Never
1585,35-40,F,Masters degree,UK,White,0.73545,2.32338,0.14143,1.81866,0.12331,0.19268,0.7654,Last Week,Never,Never,Never,Last Day,Decade Ago,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Day,Never,Never
1586,25-34,F,University degree,UK,White,0.13606,1.11406,0.14143,-0.15487,0.58489,0.88113,0.40148,Last Day,Decade Ago,Last Decade,Last Year,Last Day,Last Decade,Last Day,Last Month,Last Decade,Last Year,Never,Decade Ago,Last Year,Never,Never,Last Decade,Last Year,Never,Never
1587,35-40,F,University degree,UK,White,0.04257,-0.15487,0.88309,-0.30172,0.58489,0.19268,-0.84637,Last Week,Decade Ago,Decade Ago,Last Year,Last Day,Last Year,Last Day,Decade Ago,Never,Decade Ago,Never,Never,Never,Decade Ago,Decade Ago,Decade Ago,Decade Ago,Never,Never
1588,35-40,F,Professional certificate/diploma,UK,White,-0.34799,0.80523,-1.68062,-0.60633,0.41594,-0.21712,-0.21575,Last Week,Never,Never,Never,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Day,Never,Never
1589,35-40,M,Left school at 16 years,UK,White,-1.32828,2.127,-0.58331,-0.60633,0.12331,-0.21712,-0.21575,Last Day,Never,Never,Never,Last Day,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Decade,Never,Never
1590,35-40,M,Professional certificate/diploma,UK,White,-2.05048,1.45421,-0.01928,0.28783,0.93949,0.52975,0.07987,Last Month,Never,Decade Ago,Never,Last Day,Decade Ago,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Day,Never,Never
1591,35-40,F,University degree,UK,White,0.82562,-0.69509,-0.84732,1.45039,1.13407,-0.21712,0.40148,Last Week,Never,Never,Never,Last Day,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never
1592,45-54,F,Professional certificate/diploma,UK,White,-2.05048,0.80523,-0.97631,2.75696,1.13407,-1.37983,-2.07848,Last Week,Never,Never,Never,Last Day,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1593,45-54,F,University degree,UK,White,-0.79151,1.93886,-0.45174,1.11406,0.41594,0.88113,1.92173,Last Week,Never,Decade Ago,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never,Never
1594,35-40,F,Doctorate degree,UK,White,0.04257,0.80523,0.29338,-0.01729,-0.14277,-0.21712,-0.52593,Last Week,Decade Ago,Never,Never,Last Day,Decade Ago,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1595,25-34,F,University degree,UK,White,-0.24649,1.11406,-0.45174,-0.15487,0.41594,-0.71126,-0.84637,Last Week,Never,Never,Never,Last Week,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1596,25-34,F,University degree,UK,White,-0.58016,1.74091,0.88309,-0.01729,-0.27607,1.29221,0.7654,Last Week,Never,Decade Ago,Never,Last Week,Last Year,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Last Decade,Last Year,Never,Never
1597,55-64,F,"Some college or university, no certificate or degree",UK,White,-0.05188,0.63779,0.14143,0.43852,0.41594,-0.21712,-1.54858,Last Week,Never,Never,Last Decade,Last Day,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never
1598,35-40,F,University degree,UK,White,-0.67825,0.32197,-0.97631,0.59042,0.12331,-0.71126,-0.84637,Last Week,Never,Decade Ago,Never,Last Day,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never
1599,25-34,F,Masters degree,UK,White,-0.79151,1.2861,-1.82919,0.13136,0.7583,-0.71126,-0.84637,Last Week,Never,Never,Never,Last Month,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Decade,Never,Never
1600,25-34,F,Professional certificate/diploma,UK,White,-1.1943,1.11406,-1.42424,0.28783,-0.00665,-0.71126,-0.84637,Last Month,Never,Decade Ago,Never,Last Day,Decade Ago,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Month,Never,Never
1601,25-34,F,Professional certificate/diploma,UK,White,-0.67825,0.96248,-1.11902,-0.15487,0.58489,0.19268,-0.21575,Last Week,Never,Never,Never,Last Week,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never
1602,25-34,M,Masters degree,UK,White,0.13606,0.63779,0.14143,-0.91699,1.63088,-0.71126,-1.54858,Last Month,Never,Never,Never,Last Day,Last Decade,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Decade,Never,Never
1603,55-64,F,Masters degree,UK,White,0.31287,0.47617,1.06238,-0.30172,-0.78155,0.52975,0.7654,Last Day,Never,Never,Never,Last Day,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1604,25-34,F,University degree,UK,White,-0.05188,2.8595,1.88511,0.94156,-0.89891,1.86203,1.2247,Last Month,Never,Never,Decade Ago,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1605,45-54,M,Left school at 16 years,UK,White,-0.34799,1.93886,-0.01928,0.76096,1.30612,-1.37983,-0.84637,Last Week,Never,Last Decade,Last Decade,Last Day,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never
1606,25-34,F,University degree,UK,Asian,-0.24649,2.127,-2.21069,-0.91699,-0.14277,1.29221,-0.21575,Never,Never,Never,Never,Last Week,Never,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1607,35-40,F,Professional certificate/diploma,UK,White,-1.55078,1.45421,0.44585,0.43852,0.58489,-0.71126,-1.18084,Last Week,Never,Never,Never,Last Day,Last Decade,Last Day,Never,Never,Never,Never,Never,Never,Decade Ago,Never,Never,Last Decade,Never,Never
